"RK",TIERS,"PLAYER NAME",TEAM,"POS","BEST","WORST","AVG.","STD.DEV"
"427",16,"Malcolm Brown",MIA,"RB138","309","312","310.3","1.3"
"428",16,"Jarrett Stidham",NE,"QB56","264","308","286.0","22.0"
"429",16,"Travis Fulgham",DEN,"WR166","270","337","312.7","30.3"
"430",16,"J.J. Arcega-Whiteside",PHI,"WR167","258","327","292.5","34.5"
"431",16,"Cole Turner",FA,"TE70","289","367","318.7","34.5"
"432",16,"Sam Ehlinger",IND,"QB57","296","297","296.5","0.5"
"433",16,"Collin Johnson",NYG,"WR168","310","335","319.3","11.2"
"434",16,"Cade Otton",FA,"TE71","290","368","320.7","34.0"
"435",16,"Geoff Swaim",TEN,"TE72","289","386","336.0","35.6"
"436",16,"Jake Funk",LAR,"RB139","249","346","297.5","48.5"
"437",16,"Tyree Jackson",PHI,"TE73","270","325","297.5","27.5"
"438",16,"Tyron Johnson",LV,"WR169","321","344","331.0","8.5"
"439",16,"Javian Hawkins",TEN,"RB140","308","347","333.5","15.4"
"440",16,"Jacob Eason",SEA,"QB58","316","336","325.7","8.2"
"441",16,"Jalen Richard",FA,"RB141","254","254","254.0","0.0"
"442",16,"Drew Sample",CIN,"TE74","286","334","310.0","24.0"
"443",16,"Josh Oliver",BAL,"TE75","305","319","312.0","7.0"
"444",16,"Daniel Bellinger",FA,"TE76","307","379","336.3","30.9"
"445",16,"Trayveon Williams",CIN,"RB142","269","269","269.0","0.0"
"446",16,"Kyle Allen",HOU,"QB59","302","331","316.5","14.5"
"447",16,"Godwin Igwebuike",DET,"RB143","292","357","333.7","29.5"
"448",16,"Antoine Wesley",ARI,"WR170","319","319","319.0","0.0"
"449",16,"Darwin Thompson",SEA,"RB144","275","275","275.0","0.0"
"450",16,"Dontario Drummond",FA,"WR171","275","275","275.0","0.0"
"451",16,"Simi Fehoko",DAL,"WR172","276","276","276.0","0.0"
"452",16,"Adam Humphries",WAS,"WR173","322","359","334.7","17.2"
"453",16,"P.J. Walker",CAR,"QB60","305","338","321.5","16.5"
"454",16,"Kaden Smith",FA,"TE77","334","339","336.0","2.2"
"455",16,"Jace Sternberger",PIT,"TE78","302","343","322.5","20.5"
"456",16,"Jaylen Samuels",ARI,"RB145","284","284","284.0","0.0"
"457",16,"Qadree Ollison",ATL,"RB146","290","290","290.0","0.0"
"458",16,"James O'Shaughnessy",JAC,"TE79","291","291","291.0","0.0"
"459",16,"Pooka Williams Jr.",CIN,"RB147","292","292","292.0","0.0"
"460",16,"Miles Boykin",BAL,"WR174","293","293","293.0","0.0"
"461",16,"Derrius Guice",FA,"RB148","294","294","294.0","0.0"
"462",16,"Hunter Bryant",DET,"TE80","294","294","294.0","0.0"
"463",16,"Marcedes Lewis",GB,"TE81","312","346","329.0","17.0"
"464",16,"Tyler Kroft",NYJ,"TE82","295","295","295.0","0.0"
"465",16,"Kenny Stills",NO,"WR175","297","297","297.0","0.0"
"466",16,"Dante Pettis",NYG,"WR176","299","299","299.0","0.0"
"467",16,"Mohamed Sanu Sr.",SF,"WR177","300","300","300.0","0.0"
"468",16,"Bisi Johnson",MIN,"WR178","300","300","300.0","0.0"
"469",16,"Le'Veon Bell",FA,"RB149","331","335","333.0","2.0"
"470",16,"Kenny Yeboah",NYJ,"TE83","325","342","333.5","8.5"
"471",16,"Mike White",NYJ,"QB61","304","304","304.0","0.0"
"472",16,"Jaivon Heiligh",FA,"WR179","308","361","334.5","26.5"
"473",16,"Ray-Ray McCloud",SF,"WR180","307","307","307.0","0.0"
"474",16,"Slade Bolden",FA,"WR181","311","380","345.5","34.5"
"475",16,"Chester Rogers",TEN,"WR182","313","313","313.0","0.0"
"476",16,"Gerrid Doaks",MIA,"RB150","313","313","313.0","0.0"
"477",16,"DaeSean Hamilton",HOU,"WR183","314","314","314.0","0.0"
"478",16,"Hakeem Butler",FA,"WR184","315","315","315.0","0.0"
"479",16,"Craig Reynolds",DET,"RB151","317","317","317.0","0.0"
"480",16,"Henry Ruggs III",FA,"WR185","318","318","318.0","0.0"
"481",16,"Kelvin Harmon",WAS,"WR186","320","320","320.0","0.0"
"482",16,"Geronimo Allison",FA,"WR187","322","322","322.0","0.0"
"483",16,"Jordan Akins",HOU,"TE84","323","323","323.0","0.0"
"484",16,"Jalen Hurd",FA,"WR188","323","323","323.0","0.0"
"485",16,"Jeremy McNichols",FA,"RB152","339","349","344.0","5.0"
"486",16,"Cornell Powell",KC,"WR189","325","325","325.0","0.0"
"487",16,"Devin Asiasi",NE,"TE85","326","326","326.0","0.0"
"488",16,"MyCole Pruitt",TEN,"TE86","327","327","327.0","0.0"
"489",16,"David Moore",FA,"WR190","329","329","329.0","0.0"
"490",16,"Noah Grey",KC,"TE87","329","329","329.0","0.0"
"491",16,"Brandon Allen",CIN,"QB62","330","330","330.0","0.0"
"492",16,"Chigoziem Okonkwo",FA,"TE88","331","331","331.0","0.0"
"493",16,"Kahale Warring",JAC,"TE89","332","332","332.0","0.0"
"494",16,"Ian Book",NO,"QB63","333","333","333.0","0.0"
"495",16,"J.J. Taylor",NE,"RB153","335","335","335.0","0.0"
"496",16,"Ben Skowronek",LAR,"WR191","336","336","336.0","0.0"
"497",16,"Darren Fells",FA,"TE90","337","337","337.0","0.0"
"498",16,"Chris Thompson",FA,"RB154","339","339","339.0","0.0"
"499",16,"Phillip Dorsett II",HOU,"WR192","339","339","339.0","0.0"
"500",16,"Chris Conley",HOU,"WR193","342","362","352.0","10.0"
"501",16,"Durham Smythe",MIA,"TE91","343","343","343.0","0.0"
"502",16,"Stephen Anderson",ARI,"TE92","344","344","344.0","0.0"
"503",16,"James Proche II",BAL,"WR194","358","358","358.0","0.0"
"504",16,"Jaquarii Roberson",FA,"WR195","389","389","389.0","0.0"
